0,0,89
0,1,113
0,2,270
0,3,90
0,4,92
0,5,61
0,6,90
0,7,90
0,8,90
0,9,90
1,0,88
1,1,114
1,2,270
1,3,90
1,4,93
1,5,60
1,6,90
1,7,92
1,8,90
1,9,90
2,0,86
2,1,118
2,2,270
2,3,90
2,4,95
2,5,56
2,6,88
2,7,92
2,8,90
2,9,90
3,0,84
3,1,121
3,2,270
3,3,90
3,4,97
3,5,53
3,6,88
3,7,94
3,8,90
3,9,90
4,0,84
4,1,123
4,2,270
4,3,90
4,4,97
4,5,51
4,6,86
4,7,96
4,8,90
4,9,90
5,0,84
5,1,125
5,2,270
5,3,90
5,4,97
5,5,49
5,6,84
5,7,98
5,8,90
5,9,90
6,0,82
6,1,127
6,2,270
6,3,90
6,4,99
6,5,47
6,6,82
6,7,100
6,8,90
6,9,90
7,0,81
7,1,129
7,2,270
7,3,90
7,4,100
7,5,45
7,6,82
7,7,100
7,8,90
7,9,89
8,0,80
8,1,130
8,2,270
8,3,90
8,4,101
8,5,44
8,6,80
8,7,102
8,8,90
8,9,89
9,0,79
9,1,132
9,2,270
9,3,90
9,4,102
9,5,42
9,6,78
9,7,104
9,8,90
9,9,89
10,0,78
10,1,133
10,2,270
10,3,90
10,4,103
10,5,41
10,6,76
10,7,106
10,8,90
10,9,89
11,0,78
11,1,135
11,2,270
11,3,90
11,4,103
11,5,39
11,6,74
11,7,108
11,8,90
11,9,89
12,0,78
12,1,136
12,2,270
12,3,90
12,4,103
12,5,38
12,6,72
12,7,110
12,8,90
12,9,89
13,0,77
13,1,139
13,2,270
13,3,90
13,4,104
13,5,35
13,6,70
13,7,112
13,8,90
13,9,89
14,0,75
14,1,140
14,2,270
14,3,90
14,4,106
14,5,34
14,6,70
14,7,112
14,8,90
14,9,89
15,0,73
15,1,143
15,2,270
15,3,90
15,4,108
15,5,31
15,6,70
15,7,114
15,8,90
15,9,89
16,0,73
16,1,144
16,2,270
16,3,90
16,4,108
16,5,30
16,6,68
16,7,116
16,8,90
16,9,89
17,0,72
17,1,145
17,2,270
17,3,90
17,4,109
17,5,29
17,6,66
17,7,118
17,8,90
17,9,89
18,0,71
18,1,146
18,2,270
18,3,90
18,4,110
18,5,28
18,6,64
18,7,120
18,8,90
18,9,89
19,0,70
19,1,148
19,2,270
19,3,90
19,4,111
19,5,26
19,6,62
19,7,122
19,8,90
19,9,89
20,0,67
20,1,150
20,2,270
20,3,90
20,4,114
20,5,24
20,6,60
20,7,124
20,8,90
20,9,89
21,0,66
21,1,152
21,2,270
21,3,90
21,4,115
21,5,22
21,6,58
21,7,124
21,8,90
21,9,89
22,0,66
22,1,153
22,2,270
22,3,90
22,4,115
22,5,21
22,6,56
22,7,124
22,8,90
22,9,89
23,0,66
23,1,154
23,2,270
23,3,90
23,4,115
23,5,20
23,6,52
23,7,124
23,8,90
23,9,89
24,0,65
24,1,155
24,2,270
24,3,90
24,4,116
24,5,19
24,6,50
24,7,124
24,8,90
24,9,89
25,0,64
25,1,158
25,2,270
25,3,90
25,4,117
25,5,16
25,6,48
25,7,124
25,8,90
25,9,89
26,0,62
26,1,158
26,2,270
26,3,90
26,4,119
26,5,16
26,6,46
26,7,124
26,8,90
26,9,89
27,0,62
27,1,159
27,2,270
27,3,90
27,4,119
27,5,15
27,6,44
27,7,124
27,8,90
27,9,89
28,0,60
28,1,159
28,2,270
28,3,90
28,4,121
28,5,15
28,6,42
28,7,122
28,8,90
28,9,89
29,0,58
29,1,159
29,2,270
29,3,90
29,4,123
29,5,15
29,6,40
29,7,105
29,8,90
29,9,89
30,0,57
30,1,159
30,2,270
30,3,90
30,4,124
30,5,15
30,6,38
30,7,95
30,8,90
30,9,89
31,0,55
31,1,159
31,2,270
31,3,90
31,4,126
31,5,15
31,6,36
31,7,85
31,8,90
31,9,89
32,0,55
32,1,159
32,2,270
32,3,90
32,4,126
32,5,15
32,6,34
32,7,80
32,8,90
32,9,89
33,0,55
33,1,160
33,2,270
33,3,90
33,4,126
33,5,14
33,6,32
33,7,75
33,8,90
33,9,89
34,0,54
34,1,160
34,2,270
34,3,90
34,4,127
34,5,14
34,6,30
34,7,70
34,8,90
34,9,89
35,0,53
35,1,160
35,2,270
35,3,90
35,4,128
35,5,14
35,6,28
35,7,60
35,8,90
35,9,89
36,0,52
36,1,160
36,2,270
36,3,90
36,4,129
36,5,14
36,6,25
36,7,50
36,8,90
36,9,89
37,0,52
37,1,161
37,2,270
37,3,90
37,4,129
37,5,13
37,6,21
37,7,43
37,8,90
37,9,89
38,0,52
38,1,161
38,2,270
38,3,90
38,4,129
38,5,13
38,6,18
38,7,37
38,8,90
38,9,89
39,0,51
39,1,161
39,2,270
39,3,90
39,4,130
39,5,13
39,6,18
39,7,27
39,8,90
39,9,89
40,0,50
40,1,162
40,2,270
40,3,90
40,4,131
40,5,12
40,6,18
40,7,22
40,8,90
40,9,89
41,0,50
41,1,161
41,2,270
41,3,90
41,4,131
41,5,13
41,6,18
41,7,22
41,8,90
41,9,89
42,0,50
42,1,162
42,2,270
42,3,90
42,4,131
42,5,12
42,6,18
42,7,22
42,8,90
42,9,89
43,0,50
43,1,162
43,2,270
43,3,90
43,4,131
43,5,12
43,6,18
43,7,22
43,8,90
43,9,89
44,0,50
44,1,161
44,2,270
44,3,90
44,4,131
44,5,13
44,6,18
44,7,22
44,8,90
44,9,89
45,0,50
45,1,162
45,2,270
45,3,90
45,4,131
45,5,12
45,6,18
45,7,22
45,8,90
45,9,89
46,0,51
46,1,161
46,2,270
46,3,90
46,4,130
46,5,13
46,6,18
46,7,27
46,8,90
46,9,89
47,0,52
47,1,161
47,2,270
47,3,90
47,4,129
47,5,13
47,6,18
47,7,37
47,8,90
47,9,89
48,0,52
48,1,161
48,2,270
48,3,90
48,4,129
48,5,13
48,6,21
48,7,43
48,8,90
48,9,89
49,0,52
49,1,160
49,2,270
49,3,90
49,4,129
49,5,14
49,6,25
49,7,50
49,8,90
49,9,89
50,0,53
50,1,160
50,2,270
50,3,90
50,4,128
50,5,14
50,6,28
50,7,60
50,8,90
50,9,89
51,0,54
51,1,160
51,2,270
51,3,90
51,4,127
51,5,14
51,6,30
51,7,70
51,8,90
51,9,89
52,0,55
52,1,160
52,2,270
52,3,90
52,4,126
52,5,14
52,6,32
52,7,75
52,8,90
52,9,89
53,0,55
53,1,159
53,2,270
53,3,90
53,4,126
53,5,15
53,6,34
53,7,80
53,8,90
53,9,89
54,0,55
54,1,159
54,2,270
54,3,90
54,4,126
54,5,15
54,6,36
54,7,85
54,8,90
54,9,89
55,0,57
55,1,159
55,2,270
55,3,90
55,4,124
55,5,15
55,6,38
55,7,95
55,8,90
55,9,89
56,0,58
56,1,159
56,2,270
56,3,90
56,4,123
56,5,15
56,6,40
56,7,105
56,8,90
56,9,89
57,0,60
57,1,159
57,2,270
57,3,90
57,4,121
57,5,15
57,6,42
57,7,122
57,8,90
57,9,89
58,0,62
58,1,159
58,2,270
58,3,90
58,4,119
58,5,15
58,6,44
58,7,124
58,8,90
58,9,89
59,0,62
59,1,158
59,2,270
59,3,90
59,4,119
59,5,16
59,6,46
59,7,124
59,8,90
59,9,89
60,0,64
60,1,158
60,2,270
60,3,90
60,4,117
60,5,16
60,6,48
60,7,124
60,8,90
60,9,89
61,0,65
61,1,155
61,2,270
61,3,90
61,4,116
61,5,19
61,6,50
61,7,124
61,8,90
61,9,89
62,0,66
62,1,154
62,2,270
62,3,90
62,4,115
62,5,20
62,6,52
62,7,124
62,8,90
62,9,89
63,0,66
63,1,153
63,2,270
63,3,90
63,4,115
63,5,21
63,6,56
63,7,124
63,8,90
63,9,89
64,0,66
64,1,152
64,2,270
64,3,90
64,4,115
64,5,22
64,6,58
64,7,124
64,8,90
64,9,89
65,0,67
65,1,150
65,2,270
65,3,90
65,4,114
65,5,24
65,6,60
65,7,124
65,8,90
65,9,89
66,0,70
66,1,148
66,2,270
66,3,90
66,4,111
66,5,26
66,6,62
66,7,122
66,8,90
66,9,89
67,0,71
67,1,146
67,2,270
67,3,90
67,4,110
67,5,28
67,6,64
67,7,120
67,8,90
67,9,89
68,0,72
68,1,145
68,2,270
68,3,90
68,4,109
68,5,29
68,6,66
68,7,118
68,8,90
68,9,89
69,0,73
69,1,144
69,2,270
69,3,90
69,4,108
69,5,30
69,6,68
69,7,116
69,8,90
69,9,89
70,0,73
70,1,143
70,2,270
70,3,90
70,4,108
70,5,31
70,6,70
70,7,114
70,8,90
70,9,89
71,0,75
71,1,140
71,2,270
71,3,90
71,4,106
71,5,34
71,6,70
71,7,112
71,8,90
71,9,89
72,0,77
72,1,139
72,2,270
72,3,90
72,4,104
72,5,35
72,6,70
72,7,112
72,8,90
72,9,89
73,0,78
73,1,136
73,2,270
73,3,90
73,4,103
73,5,38
73,6,72
73,7,110
73,8,90
73,9,89
74,0,78
74,1,135
74,2,270
74,3,90
74,4,103
74,5,39
74,6,74
74,7,108
74,8,90
74,9,89
75,0,78
75,1,133
75,2,270
75,3,90
75,4,103
75,5,41
75,6,76
75,7,106
75,8,90
75,9,89
76,0,79
76,1,132
76,2,270
76,3,90
76,4,102
76,5,42
76,6,78
76,7,104
76,8,90
76,9,89
77,0,80
77,1,130
77,2,270
77,3,90
77,4,101
77,5,44
77,6,80
77,7,102
77,8,90
